labels,text,text_hi,text_de
ham,Infact happy new year. How are you where are you when are we seeing,आप कहाँ हैं जब हम देख रहे हैं,"Infact glückliches neues Jahr. Wie sind Sie, wo Sie sind, wenn wir sehen"
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)","जुलाई 2007 में Seppapawads में फिल्म की शुरुआत में मारे गए दल का नाम दिया गया है? एक-हर दिन, B-2- तेज दिन, सी. (अ, बी, बी या सी)","In The Simpsons Movie im Juli 2007 veröffentlichten Namen der Band, die zu Beginn des Films starb? A-Green Day, B-Blue Day, C-Red Day. (Send A, B oder C)"
ham,That's a shame! Maybe cld meet for few hrs tomo?,यह शर्म की बात है!,Vielleicht trifft sich Cld für ein paar Stunden Tomo?
ham,Lol I would but despite these cramps I like being a girl.,Lol मैं होगा लेकिन मैं एक लड़की होने के बावजूद के बावजूद.,"Lol würde ich, aber trotz dieser Krämpfe mag ich es, ein Mädchen zu sein."
ham,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,मैं हवा की शहरपनाह के लिए इंतजार कर सकते हैं. उम्मीद है कि आज रात बहुत खराब है लेकिन यह रॉक गंदगी रात गंदगी. वैसे भी मैं जा रहा हूँ अब एक अच्छी रात के लिए जा रहा है. जल्द ही आप से बात करो.,"Ich kann nicht auf Cornwall warten. Hoffnung heute Abend ist nicht zu schlecht als gut, aber es ist Rock-Nacht-Scheiße. Wie auch immer ich für einen Kip jetzt haben eine gute Nacht. Sprechen Sie bald."
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,आमतौर पर मुझे सूरा बताने में मदद करता है कि मैं एक बैटरी की उम्मीद कर रहा हूँ हॉर्ट से. और यह भी है कि अगर हम चाहते हैं मुझे फिल्म देखने के बारे में एक संदेश भेजना चाहिए. धन्यवाद.,"Pls helfen mir Sura sagen, dass ich erwarte, dass eine Batterie von hont. Und dass, wenn sollte pls senden Sie mir eine Nachricht darüber, wie man Filme herunterladen. Danke"
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,मौजूदा T-C-Cactt को फिर से जोड़ने के संबंध में या अपने वर्तमान टी-एल-एल-ट-टवर को खाली करने के बारे में फोन करें। आज पेश करें। तेल 845 0.2180 8080 8080 टी और सी के तहत,Bitte rufen Sie Amanda in Bezug auf die Erneuerung oder Modernisierung Ihres aktuellen T-Mobile Handy kostenlos. Angebot endet heute. Tel. 0845 021 3680 vorbehaltlich T's und C's
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...","क्या तुम्हारे फोन के लिए एक अन्य ऐप प्राप्त करने का रास्ता नहीं मिला है, ना? क्या आप जाल स्टू के पास जा रहे हैं? क्या तुम उस काम को ले लो? प्रिय मुझे तुम्हारी ज़रूरत है. मैं तुम्हें देखने के लिए चाहता हूँ...","Haben Sie nicht einen Weg gefunden, um eine andere App für Ihr Telefon zu bekommen, eh? Werden Sie in das Net Café gehen? Haben Sie diesen Job genommen? Geeee Ich brauche Sie Babe. Ich sehne mich, Sie zu sehen..."
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,मैं केवल शेरों से काम करता हूँ लेकिन रिट मैं ले सकता हूँ... किताब दी... / मैं / मैं... / मैं... / मैं... / मैं... / मैं... / मैं... / मैं... / मैं,"Ich arbeite nur von mon bis thurs, aber Sat kann ich nicht..."
ham,Ü comin to fetch us oredi...,हमें यान लाने के लिए आ रहा है...,"Ich komme, um uns Oredi zu holen..."
ham,What's nannys address?,nynys पता क्या है?,Was ist Kindermädchen-Adresse?
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","CURGERENT! आपका 4* कोस्टासन छुट्टी या 5000 संग्रह की प्रतीक्षा कर रहा है. अब 090004 डॉलर अब TCCTm के लिए, TOB4, TOB3334, S, Sak4, S-40, Sek4, S-40, S-50x1.50, मैक्स10/mm.","URGENT!! Ihre 4 * Costa Del Sol Holiday oder £5000 erwarten Sammlung. Rufen Sie 09050090044 Jetzt nachClaim. SAE, TC s, POBox334, Stockport, SK38xh, Kosten£1.50/pm, Max10mins"
ham,Haf u eaten? Wat time u wan me 2 come?,वेट टाइम मुझे 2 आ गए?,Haf u gegessen? Wat time u wan me 2 kommen?
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,एक नया वीडियो फोन चाहते हैं?,Möchten Sie ein neues Video-Telefon? 750 jederzeit alle Netzwerk-Minen? Halbpreis-Linie mieten kostenlosen Text für 3 Monate? Antworten oder rufen Sie 08000930705 für kostenlose Lieferung
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order","यो, मुझे फोन जब तुम मौका मिलता है, मेरे दोस्त मैं एक बड़े आदेश के बारे में आप से पूछना चाहता था","Ruf mich an, wenn du die Chance hast. Ein Freund von mir wollte, dass ich dich nach einer großen Bestellung frage."
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,यह एकल उत्तर है हम लड़ रहे हैं? प्लस आई ने कहा कि टूट गया और आप जवाब दिया,"Diese einzelnen Antworten sind wir kämpfen? Plus ich sagte, bin pleite und du hast nicht geantwortet"
ham,It certainly puts things into perspective when something like this happens,"जब ऐसा होता है, तो यह बात निश्‍चित ही मन में बैठ जाती है","Wenn so etwas passiert, bringt es die Dinge sicherlich ins Blickfeld."
ham,Now got tv 2 watch meh? U no work today?,अब Tv 2 मुझे देखो? अमेरिका आज कोई काम नहीं है?,Jetzt haben tv 2 sehen meh? U keine Arbeit heute?
ham,i felt so...not any conveying reason.. Ese he... What about me?,मैं ऐसा महसूस किया... कोई घोषणा कारण नहीं है... वह... मेरे बारे में क्या?,Was ist mit mir?
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,क्या आपके 11 महीने या उससे अधिक थे? अमरीकी आर का शीर्षक है मुक्त के लिए कैमरा के साथ नवीनतम रंग मोबाइल को अद्यतन करने के लिए!,"Hatte Ihr Handy 11 Monate oder länger? U R berechtigt, die neuesten Farbmobile mit Kamera kostenlos zu aktualisieren! Rufen Sie The Mobile Update Co GRATIS auf 08002986030"
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,यह कैसे चल रहा है? किसी भी रोमांचक कल्ला प्रकार के कार्यों की योजना बनाई है? मैं बहस कर रहा हूँ कि क्या इस उदाहरण को खेलने के लिए। हालांकि आलसीपन महसूस कर रहा है।,"Wie geht's? Haben Sie aufregende Karaoke-Aktivitäten geplant? Ich debattiere, ob man Fußball spielen dieses Vorabend. Fühlen sich faul."
ham,I told that am coming on wednesday.,मैं Ddnes दिन पर आ रहा हूँ कि कहा.,"Ich sagte, das kommt am Mittwoch."
ham,"Its ok, called mom instead have fun","इसके ठीक है, माँ कहा जाता है बजाय मज़ा है","Es ist ok, genannt Mama stattdessen Spaß haben"
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.","प्रिय Verver, इस सप्ताह प्रस्ताव का दावा करने के लिए, अपने पीसी में अपने पीसी कृपया http://www.wlp.ka.k/ se. secss लागू करते हैं।","Sehr geehrter Gutscheininhaber, Um dieses Wochenangebot in Anspruch zu nehmen, gehen Sie auf Ihrem PC bitte unter http://www.wtlp.co.uk/text. Ts&Cs gelten."
ham,Well if I'm that desperate I'll just call armand again,ठीक है कि अगर मैं हताश कर रहा हूँ मैं सिर्फ हाथ फोन और फिर से फोन करेंगे,"Wenn ich so verzweifelt bin, rufe ich Armand wieder an."
ham,Are you at work right now ?,आप अभी काम कर रहे हैं?,Bist du gerade bei der Arbeit?
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,"Skecents! कोई 3650 वीडियो कैमरा फोन आपका फोन है 090663824 डॉलर का खर्च है 150 mmam कॉल 16+ 300603 ""CM44 ""से अलग"" पोस्ट W1N3 L1NXXX",Herzlichen Glückwunsch! Nokia 3650 Videokamera Telefon ist Ihr Anruf 09066382422 Anrufe Kosten 150ppm Ave Anruf 3mins variieren von Handys 16+ Schließen 300603 nach BCM4284 Ldn WC1N3XX
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,कुछ भी नहीं सुना है और वह मेरे पाठों का जवाब नहीं दे रहा है तो मैं अनुमान लगा रहा हूँ कि Jb शानदार है,"Ich habe nichts gehört und er beantwortet meine Texte nicht, also schätze ich, dass er flatterte."
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!","Mmmm... मैं तुमसे बहुत प्यार करता हूँ, फ्रैंक... मैं इस साल के लिए इंतजार नहीं कर सकते हैं के रूप में हर सेकंड मुझे अपने पक्ष में होने के लिए करीब ले जाता है. खुश नए साल, मेरे प्यार!","Mmmmmm... Ich liebe dich, so sehr, Ahmad... Ich kann nicht warten, bis dieses Jahr beginnt, wie jede Sekunde bringt mich näher an Ihrer Seite. Frohes neues Jahr, meine Liebe!!"
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,क्या मजाक के स्कूल का पूरा नाम है कोरी के विश्‍वविद्यालय में ऋण्स वास्तव में होता है (l);# wgt; के.,Pls wie ist der vollständige Name der Witz Schule cos Gebühren in der Universität von Florida scheinen tatsächlich zu sein &lt;#&gt; k. Pls holla zurück
ham,"Sorry, I'll call later","क्षमा करें, मैं बाद में फोन करेंगे","Tut mir leid, ich rufe später an."
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,Ok... लेकिन वे कहते हैं कि मैं n के भीतर छिपे हुए बुद्धि दांत मिल सकता है 2 हटाने की जरूरत है।,"Okay, aber sie sagten, ich habe Weisheitszähne versteckt in n mayb müssen 2 entfernen."
ham,And pls pls drink plenty plenty water,और बाहम हमजोलियाँ हैं और शराब के लबरेज़ साग़र,Und pls pls trinken viel Wasser
ham,How are you doing. How's the queen. Are you going for the royal wedding,"आप कैसे कर रहे हैं, रानी कैसे है. आप शाही शादी के लिए जा रहे हैं",Wie geht's der Königin?
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,उन्होंने कहा कि बाद में है। यह सिर्फ दुखी हिस्सा है लेकिन हम आकाश के लिए धन्यवाद में रहते हैं,"Das ist nur der traurige Teil, aber dank Skype bleiben wir in Kontakt."
ham,Ok lor then we go tog lor...,Okarr फिर हम जा रहे हैं करने के लिए...,Okay lor dann gehen wir tog lor...
ham,Two teams waiting for some players,कुछ खिलाड़ियों के लिए इंतजार कर दो टीम,Zwei Teams warten auf einige Spieler
ham,Can ü send me a copy of da report?,मेरे लिए द डे रिपोर्ट की एक प्रति भेज सकते हैं?,Können Sie mir eine Kopie des Berichts schicken?
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.","uy Dyy, उम्मीद है कि कैसे uemy ठीक है, ue 2 दिन के बारे में. प्यार चूक. ध्यान रखना.","shrt wie u dey, hoffnung ur ok, tot über u 2day.love n miss.take care."
ham,"Ok da, i already planned. I wil pick you.","ओके डी, मैं पहले से ही योजना बनाई है. मैं तुम्हें खींच लिया.","Ok, ich hab's schon geplant."
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",यकीन है! कृपया 09046330 फोन करें. आपका राजदाता 4* स्पैनिश छुट्टी या तीस रुपए संग्रह की प्रतीक्षा कर रहे हैं TTYET 47 PO192ZE 18+xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,Dringend! Bitte rufen Sie 0906346330. Ihre ABTA kostenlos 4 * Spanisch Urlaub oder £ 10.000 Bargeld warten Sammlung SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+
ham,"Sorry, I'll call later in meeting","क्षमा करें, मैं बाद में बैठक में फोन करेंगे","Tut mir leid, ich rufe später an."
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,मैं सिर्फ कल से पहले गंदगी की जरूरत है और मुझे पता है कि तुम 6 की तरह जाग नहीं होगा,"Ich brauche nur Scheiße vor morgen und ich weiß, dass du vor 6 nicht wach sein wirst."
ham,I'm good. Have you registered to vote?,मैं अच्छा हूँ. क्या आपने वोट देने के लिए पंजीकृत किया है?,Haben Sie sich zur Wahl angemeldet?
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!","हम्म ठीक है, मैं एक घंटे के लिए रहने के लिए रहना होगा मेरी आँख वास्तव में बुरी तरह से बुरी है!","Okay, ich bleibe für eine Stunde, weil mein Auge wirklich wund ist!"
ham,Dear got bus directly to calicut,प्रियों ने सीधे कच्ची करने के लिए बस मिला,Sehr geehrter Bus direkt nach Calicut
ham,Mm umma ask vava also to come tell him can play later together,MmMMaka भी उसे बाद में एक साथ खेलने के लिए पूछने के लिए पूछने के लिए,"Mm umma fragen vava auch zu kommen sagen ihm, kann später zusammen spielen"
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want","सामान्य मूल्य स्थायी है ##gt; / oz, मुझे पता है कि क्या आप चाहते हैं / मैं","Nun, der allgemeine Preis ist &lt;#&gt; /oz, lassen Sie mich wissen, ob / wann / wie viel Sie wollen"
ham,"Sorry, I'll call later","क्षमा करें, मैं बाद में फोन करेंगे","Tut mir leid, ich rufe später an."
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning","एक दिन में हर पल, अपने ही मूल्य की आशा होती है, बाद में NNNACAS विश्वास लाता है, यहाँ तक कि CANACACCK, इन सभी को आज अच्छा कल मिल रहा है.","Jeder Moment an einem Tag,hat seinen eigenen Wert-Morning bringt Hoffnung, Nachmittag bringt Glauben,Abend bringt Luv,Nacht bringt Ruhe,Wish u finden sie alle heute.Guten Morgen"
ham,&lt;#&gt;  w jetton ave if you forgot,Tltgt;#gt; यदि आप भूल जाते हैं तो वर्डटन,&lt;#&gt; w jetton ave wenn Sie vergessen haben
ham,Ok i'm coming home now.,मैं अब घर आ रहा हूँ.,"Okay, ich komme jetzt nach Hause."
ham,Can not use foreign stamps in this country.,इस देश में विदेशी टिकट इस्तेमाल नहीं कर सकते.,In diesem Land können keine ausländischen Briefmarken verwendet werden.
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX","डबल मिक्स्स और (4) 4 माह्स ऑरलिफ पर इंटरनेट्स। बेटाी पर उपलब्ध नहीं है, नकोला मोबाइल फोन।888888 या2-9-9-9-9-0-9-0-0-0-0-9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0:","Doppelte Minuten und txts 4 6Monate Kostenlose Bluetooth auf Orange. Erhältlich auf Sony, Nokia Motorola Telefone. Rufen Sie MobileUpd8 auf 08000839402 oder call2optout/N9DX"
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy","क्षमा करें, यह दोस्त- ऑफ-साथ सामान की एक बहुत कुछ है, मैं अब असली आदमी से बात करने के बारे में बात कर रहा हूँ जो खरीदने के लिए चाहता है","Tut mir leid, es ist eine Menge Freund-von-einer-Freund-Sache, ich bin gerade im Begriff, mit dem eigentlichen Kerl zu sprechen, der kaufen will"
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1 सप्ताह के लिए स्वतंत्रता! कोई 1stacacig 4 हम सिर्फ 8007 पाने के लिए भीड़ के बारे में बात करते हैं और www.wide. kgm250 W90WW और 0.150/2/2 बराबर 16+ बराबर है,GRATIS für die 1. Woche! No1 Nokia Ton 4 ur Mob jede Woche nur txt NOKIA bis 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","एक साप्ताहिक नए स्वर का जवाब देना चाहते हैं एक साप्ताहिक नए स्वर का जवाब देने के लिए। www. reallons.k, मूल n सबसे अच्छा। टोन 3GBP संजाल दर लागू होता है","Möchten funk up ur fone mit einer wöchentlichen neuen Ton Antwort TONES2U 2 diesen Text. www.ringtones.co.uk, das Original n am besten. Tones 3GBP Netzbetreiber Preise gelten"
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP","सहसा बच्चा, मुझे सींगी बना दो * मुझे बदल दो! मुझे लगता है कि अब आपकी कल्पना गर्म है, गंदा और अब आप की ज़रूरत है. सभी का जवाब $50.50 बजे बंद हो जाता है.","cmon babe, make me raly, *turn* me on! Txt me your fantasy now babe -) Ich bin heiß, klebrig und brauche dich jetzt. Alle Antworten kosten £1,50. 2 Abbrechen senden STOP"
ham,I will come tomorrow di,मैं कल डी आ जाएगा,Ich werde morgen kommen di
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,वेनली अद्यतन: मेरे विएटर कारस्‌ स्वतंत्रता के लिए चला गया और Laundford के साथ एक कक्षा थी,Wylie update: mein Grashändler carlos ging in die Freiheit und hatte eine Klasse mit lunsford
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,क्या तुम बच्चे को खुश कर रहे हो? क्या तुम ठीक हो? मुझे आशा है कि वह नौकरी ले? मैं तुम्हें एक चुंबन भेजने के लिए समुद्र के पार से आप मुस्कान बनाने के लिए... *ks *,"Sind Sie glückliches Baby? Sind Sie in Ordnung? Haben Sie diesen Job? Ich hoffe, Ihr in Ordnung. Ich sende Ihnen einen Kuss, um Sie aus dem Meer lächeln... *kiss * *kiss *"
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,सी फिल्म है जूजेज़ अंतिम मिनट का निर्णय. जू. जू. जू. को 2 लार देखते हैं लेकिन मैं दिलचस्पी नहीं है.,"C-Film ist Juz Last-Minute-Entscheidung mah. Juz sehen 2 Lar, aber ich bin nicht interessiert."
ham,How are you enjoying this semester? Take care brother.,आप इस स्कस्टर का आनंद कैसे ले रहे हैं?,Wie gefällt dir dieses Semester? Pass auf Bruder auf.
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,"WFOMOICOICOIOIOIOIOIOCOTIONAN में 4 ""796XXXXXXXX. आज का दिन है!",WICHTIGE INFORMATIONEN 4 ORANGE ANGE NUTZER 0796XXXXXX. HEUTE IST UR LUCKY TAG!2 FINDEN WARUM LOG ONTO http://www.urawinner.com THERE is A FANTASTIC PRIZEAWATING YOU!
ham,"Get the door, I'm here","दरवाजा जाओ, मैं यहाँ हूँ","Mach die Tür auf, ich bin hier"
ham,"Lets use it next week, princess :)","अगले सप्ताह इसका उपयोग करते हैं, राजकुमारी:)","Lets use it nächste Woche, Prinzessin :)"
ham,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,या मैं घर जा रहा हूँ पहले लामर मुझे 4 बजे प्रतीक्षा. मैं अपना सामान पहले नीचे रख दिया.,"Oder ich gehe zuerst nach Hause, warte 4 mich, lor.. Ich lege meine Sachen zuerst hin.."
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,मैं चाहता हूँ कि केएफएस अपने मंगलवार. केवल 2 खाना खरीदो. कोई gyyy. केवल 2 मार्क!,Ich will kfc seinen Dienstag. Nur kaufen 2 Mahlzeiten nur 2. Keine Soße. Nur 2 Mark. 2!
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),नहीं: (S) वह मूर्ख डा है. हमेशा इस तरह भेजने के लिए भेजें: - उन संदेश में से किसी भी विश्वास नहीं है. apandy एक मानसिक है:),"No da:)he ist dumm da..Immer so senden:)don glauben, dass eine dieser message.pandy ist eine mentale:)"
ham,Oi when you gonna ring,आप अंगूठी वाला जब ओए,"Oi, wenn du klingelst"
spam,Missed call alert. These numbers called but left no message. 07008009200,मिस्ड काल चेतावनी. ये संख्या बुलाए गए लेकिन कोई संदेश नहीं छोड़ा. 0.7008009200,"Diese Nummern riefen an, hinterließen aber keine Nachricht. 07008009200"
ham,I attended but nothing is there.,मैं वहाँ मौजूद था लेकिन कुछ भी नहीं है.,"Ich war dabei, aber nichts ist da."
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,Add 530 dtar की तरह। हम scrter स्टेशन में मिलता है फिर scud Hfff बाहर आने के लिए।,"Wir treffen uns in der Station, dann kommen wir raus."
ham,No dear i was sleeping :-P,कोई प्रिय मैं सो रहा था: -पी,Nein Liebe ich schlief :-P
ham,Er mw im filled tuth is aight,Arroww पूर्ण hth एक कड़ा है,Er mw im gefüllt tuth ist aight
ham,Will be office around 4 pm. Now i am going hospital.,4 बजे के आसपास कार्यालय हो जाएगा. अब मैं अस्पताल जा रहा हूँ.,"Ich werde gegen 16 Uhr im Büro sein, jetzt gehe ich ins Krankenhaus."
ham,Actually i'm waiting for 2 weeks when they start putting ad.,वास्तव में मैं 2 सप्ताह के लिए इंतजार कर रहा हूँ जब वे एक ded रखने शुरू कर दिया.,"Eigentlich warte ich 2 Wochen, wenn sie anfangen, Werbung zu schalten."
ham,Anything lor if they all go then i go lor...,कुछ भी अगर वे सब जाते हैं तो मैं चला जाता हूँ...,"Irgendetwas, wenn sie alle gehen, dann gehe ich hin..."
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,Uwughwlhhhhhwion के मामले में अमेरिका 2 घड़ी मुझे n Dababab हो सकता है?,U frei auf sat Ritus? U wan 2 Uhr infernal Angelegenheiten wif me n Darren n mayb xy?
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",PJON टिप्पणी: यदि कोई मोबाइल को फोन करता है तो ucue # &gt;# &gt; या # tlgt; या # &gt; ऐसा नहीं करें.,"Plz Hinweis: Wenn jemand von einem mobilen Co. &amp; fragt u geben Sie # &lt;#&gt; oder # &lt;#&gt;. Tun Sie das nicht. Trennen Sie den Anruf, coz es iz ein Versuch des 'Terroristen' zu machen Gebrauch von der Sim-Karte nein. Itz bestätigt durch nokia n motorola n wurde von CNN IBN überprüft."
ham,Yo you around? A friend of mine's lookin to pick up later tonight,यो आप चारों ओर? मेरे एक दोस्त बाद में आज रात लेने के लिए देख रहा है,Ein Freund von mir will heute Abend abheben.
ham,Stupid auto correct on my phone,मेरे फोन पर बेवकूफ स्वचालित दायीं ओर,Dumme Auto richtig auf meinem Handy
ham,Double eviction this week - Spiral and Michael and good riddance to them!,इस सप्ताह - सर्पिल और माइकल और उनके लिए अच्छी मुक्‍ति!,Doppelte Räumung in dieser Woche - Spirale und Michael und gute Entlassung zu ihnen!
ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",दुनिया में बहुत दुःख होता है... बुरे लोगों की हिंसा की वजह से नहीं ।,"Die Welt leidet viel... nicht wegen der Gewalt der schlechten Menschen. Aber wegen der Stille der guten Menschen!, Gud Nacht...."
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.","Hek कि शांत है. उसके, सिर्फ या तो shagagagagagaga याddddga. खेल जमीन के पीछे. Gmmma अंगूठी जब आप arbe के दिन देखते हैं.","Okay, das ist cool. Es ist einfach entweder raglan rd oder edward rd. Hinter dem Cricket-Boden. Gimme Ring, wenn ur in der Nähe sehen Sie Dienstag."
ham,Buy one egg for me da..please:),मेरे लिए एक अंडे खरीद. कृपया:),Kaufen Sie ein Ei für mich da..bitte:)
ham,Have you started in skye,क्या तुमने आकाश में प्रारंभ किया है,Hast du in Skye angefangen?
ham,Have you bookedthe hut? And also your time off? How are you by the way?,क्या तू ने अपनी अटारी भी बन्द की है? और मार्ग से क्योंकर बना रहता है?,Haben Sie die Hütte gebucht? Und auch Ihre Auszeit? Wie geht es Ihnen übrigens?
ham,And several to you sir.,और आप के लिए कई सर.,"Und mehrere für Sie, Sir."
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,अमरीका वास्तव में सूअर सो रहा है. मेरे पिताजी 10 बजे मुझे जगाते हैं. आज दोपहर का खाना खाते हैं.,Mein Vater hat mich heute um 10 Uhr 2 aufgeweckt und zu Mittag gegessen.
ham,I'm at home. Please call,"मैं घर पर हूँ, कृपया फोन करें",Ich bin zu Hause.
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,मेरा प्यार... मुझे आशा है कि तुम्हारा कुछ भारी काम नहीं कर रही. आप अपने pc या अपने फोन को बेचने की हिम्मत मत करो...,"Meine Liebe... ich hoffe, dass Sie nichts drastisches tun. Wage es nicht, Ihren PC oder Ihr Telefon zu verkaufen..."
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,अब केवल मैं ही घर पहुँच गया हूँ.,Jetzt nur habe ich zu Hause erreicht... Ich bin jetzt sehr müde.. Ich werde tomorro kommen
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,स्वतंत्रता: हमारे रिकॉर्ड से सूचित होता है कि आप की दुर्घटना के लिए 3750 पाउंड का अधिकार हो सकता है. YEEES के साथ स्वतंत्र जवाब के लिए दावा करने के लिए,"FREEMSG: Unsere Aufzeichnungen zeigen an, dass Sie einen Anspruch auf 3750 Pfund für den Unfall hatten Sie. Um für die kostenlose Antwort mit JA auf diese msg. To opt out text STOP"
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","अमरीका हर सप्ताह 8766 www.com.com, 1W.com सप्ताह, 1W. 150phrhhhermermermenmmmenmermenmion हर सप्ताह शुरू कर सकते हैं","U can WIN £100 of Music Geschenkgutscheine jede Woche beginnend JETZT Txt das Wort DRAW zu 87066 TsCs www.Idew.com SkillGame, 1Winaweek, Alter16. 150permessSubscription"
ham,Life style garments account no please.,जीवन शैली कपड़े नहीं कृपया.,Leben Stil Kleidung Konto kein bitte.
ham,Lol wtf random. Btw is that your lunch break,Lltlf बेतरतीब है. Btw है कि आपके दोपहर का भोजन ब्रेक है कि,"Lol wtf zufällig. Btw ist, dass Ihre Mittagspause"
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx","Sees, कैसे uuk और एक लड़का दे? आशा है कि सभी अच्छा मेरा प्यार दो 2 stry1 प्यार फिर Alirix","Sez, wie u & de arab Junge? Hoffnung u r alle gut geben meine Liebe 2 evry1 Liebe ya eshxxxxxxxxxxxxxx"
