labels,text,text_hi,text_de,text_fr
spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,TBS/PERSSOVO के बाद से हमारा पीछा किया गया. Case38 के लिए निश्चित रूप से आपकी जानकारी के लिए अब धन्यवाद नहीं है. हम उन्हें नज़रअंदाज़ करेंगे. कार्ट मैनजर.,TBS/PERSOLVO. jagt uns seit Sept für £38 definitiv nicht zahlen jetzt dank Ihrer Informationen. Wir werden sie ignorieren. Kath. Manchester.,TBS/PERSOLVO. nous pourchassait depuis sept pour £38 certainement pas payer maintenant grâce à vos informations. Nous allons les ignorer. Kath. Manchester.
ham,Hope youre not having too much fun without me!! see u tomorrow love jess x,आशा है कि तुम मेरे बिना ज्यादा मज़ा नहीं कर रहे हैं!,"Hoffe, du hast nicht zu viel Spaß ohne mich!! sehen u morgen liebe jess x",J'espère que vous ne vous amusez pas trop sans moi!! voir u demain love jess x
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,मुझे पता है कि मैं सब से दूर हूँ और मैं सब के लिए एक भार हूँ,"Ich weiß, alle meiden mich. Ich bin eine Last für alle",Je sais que tout le monde m'évite. Je suis un fardeau pour tous.
ham,I've reached home n i bathe liao... U can call me now...,मैं घर पर आया हूँ...... मैं अब मुझे फोन कर सकते हैं...,Ich habe nach Hause n i bade liao erreicht... ich kann mich jetzt anrufen...,"J'ai rejoint la maison, je me baigne, je peux m'appeler maintenant."
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,किसी भी उद्देश्य के लिए Laans अगर आपके पास बुरा क्रेडिट है! दस निवासियों का स्वागत है. NWorrons कहते हैं 0.8717111821 पर,"Darlehen für jeden Zweck, auch wenn Sie schlechte Kredit! Mieter Willkommen. Rufen Sie NoWorriesLoans.com auf 08717111821",Prêts à toute fin même si vous avez un mauvais crédit! Locataires Bienvenue. Appelez NoWorriesLoans.com sur 08717111821
ham,Was the actual exam harder than NBME,वास्तविक परीक्षा NBM से कठिन थी,War die eigentliche Prüfung härter als NBME,Est-ce que l'examen réel était plus dur que le NBME
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,आशा है कि जल्दी ही बेहतर लग रहा है.,Eine Menge von dieser Krankheit Sache rund. Ganz ruhig. Hope u fühlen sich bald besser. Lol,J'espère que tu te sentiras mieux bientôt.
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",परमेश्‍वर ने एक फूल उठाया और उसे डुबा दिया ।,"Gott hob eine Blume und dippeditinaDEW, liebevoll berührt es, die sich in u, und die er begabt tomeandsaid, DER Freund ist 4U","Dieu a ramassé une fleur et a dippeditinaDEW, l'a touché avec amour qui s'est transformé en u, et le il a donné à meandsaid, SON FRIEN EST 4U"
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,87077: 2वेक लक्ष्यों के साथ एक नया मौसम शुरू कर दिया गया है ।,87077: Kick off eine neue Saison mit 2wks Kostenlose Ziele & Nachrichten zu ur mobile! Txt ur Clubname zu 87077 zB VILLA zu 87077,87077: Démarrage d'une nouvelle saison avec 2wks objectifs gratuits & nouvelles pour ur mobile! Txt ur nom club à 87077 par exemple VILLA à 87077
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,अरे अब तक टाइटा बैठे थे......हम एक भी बार भी नहीं मिलता है...... तो मैं स्थिति कैसे बैठ सकते हैं देख सकते हैं.,"Hey sathya bis jetzt wir tint treffen nicht einmal ein einziges Mal dann, wie kann ich die Situation sathya gesehen.",Hey sathya jusqu'à maintenant on ne se voit même pas une seule fois alors comment puis-je voir la situation sathya.
ham,Gam gone after outstanding innings.,Grem विशिष्ट slings के बाद चला गया.,Gam ging nach hervorragenden Innings.,Gam est parti après d'excellents balbutiements.
ham,O i played smash bros  &lt;#&gt;  religiously.,OIIColi भाई &l;#gt; धार्मिक रूप से.,O i spielte smash bros &lt;#&gt; religiös.,O j'ai joué fracassant bros &lt;#&gt; religieusement.
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola","महोदय, अच्छा सुबह. आशा है कि आप एक अच्छा सप्ताहांत था. मैं तुम्हें बताने के लिए कहा कि मैं उत्पन्न करने के लिए सक्षम था (tltit;#gt; मेरे पिता की ओर से. उन्होंने कहा कि उन्होंने कहा कि वह आराम कर सकता है के मध्य में. यह राशि अभी भी बहुत छोटा है और मैं उम्मीद करता हूँ कि आप मदद होगा. एक अच्छा दिन अब भी कुछ अच्छा है.","Sir, guten Morgen. Ich hoffe, Sie hatten ein gutes Wochenende. Ich rief an, um Sie wissen, dass ich in der Lage war, zu erhöhen &lt;#&gt; von meinem Vater. Er sagte jedoch, er würde den Rest zur Verfügung bis Mitte feb. Dieser Betrag ist noch ziemlich kurz und ich hatte gehofft, Sie würden helfen. Haben Sie einen guten Tag. Abiola","Monsieur, bonjour. J'espère que vous avez eu un bon week-end. J'ai appelé pour vous faire savoir que j'ai pu élever &lt;#&gt; de mon père. Il a cependant dit qu'il rendrait le reste disponible vers le milieu de feb. Ce montant est encore assez court et j'espérais que vous aideriez."
ham,Hurry home. Soup is DONE!,घर जल्दी करो ।,Beeil dich nach Hause.,Dépêchez-vous de rentrer.
ham,No no. I will check all rooms befor activities,"नहीं, मैं सभी कक्षों को जाँचूंगा.","Nein, nein. Ich prüfe alle Zimmer für Aktivitäten","Non, je vais vérifier toutes les chambres pour les activités."
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.","नमस्कार, मेरे प्यार. यह YM पर अपने शब्द देखने और अपने Tmm प्राप्त करने के लिए अच्छा था. बहुत चालाक चाल, मेरे दास... * मैं अपनी कॉफी पी और आप का इंतज़ार कर रहे हैं.","Guten Tag, meine Liebe. Es war schön, deine Worte auf YM zu sehen und deine TM zu bekommen. Sehr kluge Bewegung, mein Sklave... *miles*... Ich trinke meinen Kaffee und warte auf dich.","Bonjour, mon amour. C'était bon de voir vos mots sur YM et obtenir votre tm. Très intelligent mouvement, mon esclave... *smiles*... Je bois mon café et vous attends."
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,बस ठीक है लेकिन एक बिट पूर्व... बेहतर अब मैं दोषी महसूस करेंगे...,"Ganz okay, aber ein bisschen ex... U besser gehen essen smth jetzt sonst werde ich mich schuldig fühlen...","D'accord, mais un peu d'ex... je ferais mieux d'aller manger du smth maintenant, sinon je me sentirai coupable..."
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.","नारंगी आप सभी समय चार्ट हेसॉस, प्रत्येक सप्ताह एक मुफ्त हिट के साथ आप लाता है! Ringtontons और पिल्ला पर जाओ. इन सुझावों को प्राप्त करना बंद करने के लिए बंद करो.","Orange bringt Ihnen Klingeltöne aus allen Zeiten Chart Heroes, mit einem kostenlosen Hit jede Woche! Gehen Sie zu Klingeltöne & Pics auf wap. Um diese Tipps zu stoppen antworten STOP.","Orange vous apporte des sonneries de tous les temps Chart Heroes, avec un succès gratuit chaque semaine! Allez sur Ringtones & Pics sur wap. Pour arrêter de recevoir ces conseils, répondez STOP."
ham,Lemme know when you're here,Lmm पता है जब तुम यहाँ हो,"Lemme weiß, wann Sie hier sind",Lemme sait quand tu es là.
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,SEVAVAN! आपके 2003 खाते के बारे में,PRIVATE! Ihre Kontoauskunft von 2003 für 07973788240 zeigt 800 unerlöste S. I. M. Punkte. Rufen Sie 08715203649 Identifier Code: 40533 Läuft am 31.10.04 ab,PRIVÉ! Votre relevé de compte de 2003 pour 07973788240 indique 800 points S. I. M. non revus. Appelez le 08715203649 Code d'identification: 40533 Expire 31/10/04
ham,He needs to stop going to bed and make with the fucking dealing,उन्होंने कहा कि बिस्तर पर जाने को रोकने के लिए और कमबख्त काम के साथ बनाने की जरूरत है,"Er muss aufhören, ins Bett zu gehen und mit dem verdammten Dealen zu machen.",Il doit arrêter d'aller se coucher et faire avec ce putain de commerce.
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea","आप अपने भाई के साथ क्या कर रहे हैं? क्या समय है उसके साथ पागल बात करने के लिए? * pariin * कह सकते हैं: अरे Mhmmy, समुद्र के पार से सलाम कहते हैं","Wie geht es dir, meine Liebe? Bist du mit deinem Bruder? Zeit, mit ihm Englisch zu sprechen? *grins* Sage : Hey Muhommad, Penny sagt Hallo von jenseits des Meeres","Comment allez-vous, mon amour? Êtes-vous avec votre frère? Le temps de parler anglais avec lui? *grins* Dis : Hey Muhommad, Penny dit bonjour de l'autre côté de la mer"
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,हम एक वीडियो 750 मिनट के लिए आप का जवाब फिर से देने की कोशिश की......एक वीडियो सेल 750 मिनट के लिए,"Wir versuchten, Sie zu rufen re Ihre Antwort auf unsere sms für ein Video mobile 750 Minuten UNLIMITED TEXT + kostenlosen Camcorder Antwort von Anruf 08000930705 Jetzt",Nous avons essayé de vous appeler re votre réponse à nos sms pour une vidéo mobile 750 minutes UNLIMITED TEXTE + caméscope gratuit Réponse de l'appel 08000930705 Maintenant
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj","अरे Decws मैं अच्छी तरह से फिट करने के लिए अच्छी तरह से फिट करने के लिए चाहते हैं मेरे बजट के लिए अच्छा टी शर्ट है (## wgt; के- ws मैं dbw लोड करेंगे, मुझे निगरानी 2 mv. 2 mv.","Hey doc pls Ich möchte schöne T-Shirt für meine hubby schöne fiting diejenigen mein Budget ist &lt;#&gt; k Hilfe pls Ich werde laden d Karte abi hw, Keep me posted luv. 2 mj","Hey doc pls Je veux obtenir une belle t-shirt pour mon hubby joli fiting ceux mon budget est &lt;#&gt; k aide pls Je vais charger d card abi hw, me tenir posted luv. 2 mj"
ham,I remain unconvinced that this isn't an elaborate test of my willpower,मैं यह मेरी शक्ति की एक विस्तृत परीक्षा नहीं है कि हमेशा बने रहते हैं,"Ich bin nicht überzeugt, dass dies keine aufwändige Prüfung meiner Willenskraft ist.",Je ne suis toujours pas convaincu que ce n'est pas un test élaboré de ma volonté
ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng","""जीवन सब कुछ नहीं मिलता है _BAR_ लेकिन ""जीवन कुछ भी याद आती है _BAR_ लोगों की वास्तविक मान केवल उनके अभाव में ही समझ लिया जा सकता है...","Das Leben ist nichts, wen v alles bekommen. Aber ""das Leben ist alles, wen v etwas vermissen"". Realer Wert der Menschen wird nur in ihrer Abwesenheit realisiert werden.... gud mrng","La vie n'est rien d'autre que la vie v obtenir tout. Mais ""la vie est tout d'autre que la vie v manquer quelque chose "". La vraie valeur des gens ne sera réalisée qu'en leur absence... gud mrng"
ham,how are you? I miss you!,तुम कैसे हो?,Wie geht's dir?,Tu me manques!
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,मैं वास्तव में एक बहुत तर्कसंगत घंटे पर फोन पर जवाब नहीं दे रहा हूँ लेकिन मैं सो रहा हूँ,"Ich gehe nicht ans Telefon, was eigentlich eine ziemlich vernünftige Stunde ist, aber ich bin müde.","Je ne réponds pas au téléphone à ce qui est en fait une heure assez raisonnable, mais j'ai sommeil."
ham,"Hey , is * rite u put »10 evey mnth is that all?","अरे, क्या uuuuuu यू यू यू. यू. यू. एस.","Hey, ist * Ritus u setzen »10 evey mnth ist das alles?","Hé, est-ce que * rite u put »10 every mnth c'est tout?"
ham,i am going to bed now prin,मैं अब प्राथमिक बिस्तर पर जा रहा हूँ,ich werde jetzt ins Bett gehen prin,Je vais me coucher maintenant.
ham,I think just yourself …Thanks and see you tomo,मैं सिर्फ अपने आप को लगता है... धन्यवाद और आपमो को देखते हैं,"Ich denke, nur Sie selbst... Danke und sehen Sie tomo",Je pense juste vous-même... Merci et à vous voir tomo
ham,If u dun drive then how i go 2 sch.,अगर uden ड्राइव तो मैं 2 sck कैसे जाना है.,"Wenn u dun Laufwerk dann, wie ich gehen 2 sch.",Si vous conduisez alors comment je vais 2 sch.
ham,I not at home now lei...,अब मैं घर में नहीं...,"Ich bin jetzt nicht zu Hause, Lei...",Je ne suis pas à la maison maintenant lei...
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,GSOTH? ठीक है? शांत महिलाओं के साथ? एक नर टाइटोलोलो? 2 में शामिल हो सकता है सबसे तेज़ी से बढ़ रहे पुरुषों क्लब जवाब पर. mjuz. 0.87322399.899 बंद कर दिया.,GSOH? Gut mit SPAM die Damen?U könnte b ein männlicher Gigolo? 2 beitreten der uk am schnellsten wachsenden Männer Club Antwort ONCALL. mjzgroup. 0871434239.2stop Antwort STOP. msg@£1.50rcvd,GSOH? Bon avec SPAM les dames?U pourrait b un gigolo masculin? 2 rejoindre la plus forte croissance du club masculin réponse ONCALL. mjzgroup. 08714342399.2stop réponse STOP. msg@£1.50rcvd
ham,Ok then i will come to ur home after half an hour,तो मैं आधे घंटे के बाद घर पर आ जाऊँगा,"Ok, dann werde ich nach einer halben Stunde nach Hause kommen.",Ok alors je viendrai à la maison après une demi-heure
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,अमरीका में एक गुप्त प्रशंसाकर्ता है जो 2 देख रहा है U-BAR_ वे ROrwon जो इतनी खास फोन पर सोचता है,"U haben einen geheimen Verehrer, der sucht 2 machen Kontakt mit U-find heraus, wer sie R*enthüllen, der denkt UR so spezielle Anruf auf 09058094599",U ont un admirateur secret qui cherche 2 faire contact avec U-find qui ils R*revel qui pense UR si spécial-appel sur 09058094599
ham,Do u hav any frnd by name ashwini in ur college?,क्या यू HUNAN के नाम से किसी भी प्रकार का खाली कॉलेज में नाम है?,Haben u hav irgendwelche frnd beim Namen ashwini in ur college?,Est-ce que tu as un nom de Ashwini à l'université?
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,जूस अपने तरीके से मेरा दोपहर का खाना खत्म कर देते हैं... मैं udueunue 2 आज cue में रहने के लिए...,Jus beendet mein Mittagessen auf meinem Weg nach Hause lor... ich tot u dun wan 2 Aufenthalt in sch heute...,Jus termine mon déjeuner sur mon chemin de retour lor... I tot u dun wan 2 séjour à sch aujourd'hui...
ham,K then 2marrow are you coming to class.,के बाद के 2 मीटर तुम कक्षा में आ रहे हैं.,K dann 2marrow kommen Sie in die Klasse.,K puis 2marrow tu viens en cours.
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","HOCT जीवन PRERES कॉल अब 0800000020 बस एक मिनट में 20 रुपए, POSCack Lad, PO 2727 CANT59 CLCHECCCHECHER एक राष्ट्रीय कॉल है","HOT LIVE FANTASIES call now 08707500020 Nur 20p pro min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 ist ein nationaler Tarif Anruf","HOT LIVE FANTASIES appelez maintenant 08707500020 Juste 20p par min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 est un appel à tarifs nationaux"
ham,Pls send me your address sir.,यारोस मुझे अपना पता सर भेजता है.,"Schicken Sie mir Ihre Adresse, Sir.",Envoyez-moi votre adresse.
ham,I want to lick your pussy now...,मैं अब अपने चूंदन चाटना चाहते हैं...,Ich will jetzt deine Muschi lecken...,Je veux te lécher la chatte maintenant...
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack","यो, तुम अभी भी कल शेयर में होने वाला है? मैं एक drbs प्राप्त करने की कोशिश कर रहा हूँ",Wirst du morgen/heute noch auf Lager sein?,Tu seras toujours en stock demain/aujourd'hui?
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,CURGERENAN! आपके मोबाइल नंबर को एक <UK> 2000 पुरस्कार GUUREEEGEEGEEGEEGEEEKKKKKER( 0.91717555) को भू रेखा से काल करते हुए. 3030. वैध 12hs केवल 150 IMAPm,URGENT! Ihre Handynummer wurde mit einem <UKP>2000 Preis GARANTEED ausgezeichnet. Rufen Sie 09061790125 aus dem Festnetz an. Anspruch 3030. Gültig 12 Stunden nur 150ppm,URGENT! Votre numéro mobile a reçu un prix <UKP>2000 GARANTIED. Appelez 09061790125 de la ligne fixe. Réclamation 3030. Valable 12hs seulement 150ppm
ham,"I'll see, but prolly yeah","मैं देखेंगे, लेकिन प्रोटी हाँ","Ich werde sehen, aber proly yeah","Je vais voir, mais prolly ouais."
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,हम रात के खाने के लिए बाहर जा सकता है सोचा. मैं आपको इलाज करेंगे! ठीक है?,"Ich dachte, wir könnten essen gehen.",J'ai pensé qu'on pourrait sortir dîner.
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,तुम कहाँ हो? तुम क्या कर सकते हो? तुम मुझ से दूर क्यों जा सकते हो? क्या तेरा हृदय मेरे बिना खडा नहीं है? क्या तुम मेरे बारे में आश्चर्य नहीं करते? क्या तुम मुझे नहीं चाहते? क्या तुम मुझे नहीं चाहते? क्या तुम मुझे नहीं चाहते?,"Wo bist du? Was machst du? Wie kannst du stehen, um weg von mir zu sein? Hat dein Herz nicht schmerzen ohne mich? Wunderst du dich nicht über mich? Willst du mich nicht?",Où es-tu? Qu'est-ce que tu fais? Comment peux-tu te tenir loin de moi? Est-ce que ton coeur ne te fait pas mal sans moi?
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,क्षमा करें. आप कभी नहीं सुनते जब तक आप इसे नहीं सुनते. एक तरह से एक मजाक - एक था वास्तव में त्वचा की सफ़ेद लड़कियों के लिए देख रहे थे. दूसरा था - आप केवल उस के साथ कैमरा पर इतना कर सकते हैं. जैसे कुछ वे देख रहे हैं.,"Der eine war ein Witz, der war wirklich auf der Suche nach mageren weißen Mädchen. Der andere war eine Zeile - man kann nur so viel vor der Kamera damit machen. So etwas wie, dass sie auf den Blick werfen.","L'un d'eux était un peu une blague, ils cherchaient vraiment des filles blanches maigres, l'autre était une ligne, on ne peut faire autant à la caméra qu'avec ça, quelque chose comme ça."
ham,What you doing?how are you?,तुम क्या कर रहे हो?,Was machst du?Wie geht es dir?,Qu'est-ce que tu fais? Comment vas-tu?
ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though","अहम बात यह है कि मैं 6 में हॉकी चुनाव है, 'एक घंटे से अधिक समय पर जाना चाहिए हालांकि","Sicher, dass große Mann. Ich habe Hockey-Wahlen bei 6, sollte nicht länger als eine Stunde gehen aber","J'ai des élections de hockey à 6 ans, mais je ne devrais pas continuer plus d'une heure."
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,"Add 116, लेकिन मुझे 2ed राय ली की जरूरत है...",Ich sah ein paar Swatch eins ich thk ganz okay. Ard 116 aber ich brauche 2. Meinung leh...,J'ai vu un peu de swatch un i thk assez ok. Ar 116 mais j'ai besoin de 2ème opinion leh...
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),Hyuu तीसरे दिन की तरह लगता है कि उन में भयानक लग रहा है! शिविर अंबर बात कैसे हो रही है? जल्द ही सेरना बोलो:),Hiya do u wie die hlday Bilder sah schrecklich in ihnen so nahm mo out! Wie ist das Lager Amrca Sache? Sprechen Sie bald Serena:),Hiya do u like the hlday pics l'air horrible en eux alors a pris mo dehors! Comment le camp Amrca chose? parler bientôt Serena:)
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.","वह दिन कैसा चला जाता है? तुम क्या कर रहे हो? मैं तुम्हें पहले से ही याद आती है, मेरा प्यार * मुझे उम्मीद है कि सब कुछ अच्छी तरह चला जाता है.","Babe! Wie geht es an diesem Tag? Was machst du? Ich vermisse dich schon, meine Liebe... * liebevoller Kuss*... Ich hoffe, alles läuft gut.","Bébé! Comment ça se passe ce jour-là? Qu'est-ce que tu fais? Tu me manques déjà, mon Amour... * baiser amoureux*... J'espère que tout ira bien."
ham,Yunny... I'm goin to be late,Yanny... मैं देर होने के लिए जा रहा हूँ,"Yunny, ich komme zu spät.","Yunny, je vais être en retard."
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,Dococ ने मुझे आदेश दिया कि अन्य दर्द मुझे पर्याप्त नहीं कर रहे हैं. मेरी माँ इसे लाने के लिए प्रतीक्षा. कि मुझे जल्दी में लात मारी चाहिए ताकि मैं बाद में होने की कोशिश कर रहा हूँ,"Der Doktor hat mir Morphium verschrieben, weil die anderen Schmerzmittel nicht reichen.",Doc m'a prescrit de la morphine parce que les autres médicaments pour la douleur ne suffisent pas.
ham,"Cool, want me to go to kappa or should I meet you outside mu","ठंडा, मुझे काप्पा के लिए जाने के लिए चाहते हैं या मैं बाहर आप से मिलने के लिए","Cool, willst du, dass ich zu Kappa gehe, oder sollte ich dich außerhalb von Mu treffen?","Cool, veux-tu que j'aille à Kappa ou devrais-je te rencontrer dehors?"
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe","अरे सेक्सी? मैंने तुमसे कहा था, प्रेमी लड़का. मुझे आशा है कि आप उन मांसब्स * के लिए कानून में अपनी बहन का धन्यवाद करने के लिए याद है... मैं तुम्हें प्यार करता हूँ, लड़की.","Hey sexy Brötchen! Habe ich dir gesagt? Ich liebe dich, Loverboy. Ich hoffe, du erinnerst dich daran, deiner Schwägerin für diese Fleischbällchen zu danken *grins*... ich liebe dich, Babe","J'espère que vous vous souvenez de remercier votre belle-sœur pour ces boulettes de viande *grins*... je vous aime, bébé"
ham,May b approve panalam...but it should have more posts..,लेकिन इसके पोस्ट और भी होना चाहिए.,Mai b genehmigen panalam...aber es sollte mehr Beiträge haben..,Peut-être approuver le panalam... mais il devrait avoir plus de postes..
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)","Smuguguman पुरुष साला! गर्म गपशप अब, 087092922 फोन करता है. नैशनल दर 1.8p/Mhphp/Mhhph! पाठ को बंद करने के लिए पाठ 287460324 (10/iz)","SPJanuar Male Sale! Hot Gay-Chat jetzt billiger, rufen 08709222922. Nationaler Tarif von 1.5p/min billig bis 7.8p/min Gipfel! Um Texte zu stoppen rufen 08712460324 (10p/min)","SPJanvier Male Sale! Hot Gay chat maintenant moins cher, appelez 08709222922. Tarif national de 1,5p/min pas cher à 7,8p/min pic! Pour arrêter les textes appelez 08712460324 (10p/min)"
ham,"Sorry, I'll call later","क्षमा करें, मैं बाद में फोन करेंगे","Tut mir leid, ich rufe später an.","Désolé, je t'appelle plus tard."
ham,I dont thnk its a wrong calling between us,मैं इसके एक गलत फोन को हम के बीच नहीं है,Ich schneide es nicht falsch zwischen uns auf.,Je n'ai pas tort d'appeler entre nous.
ham,Me i'm not workin. Once i get job...,मैं काम नहीं कर रहा हूँ.,"Ich arbeite nicht mehr, wenn ich einen Job habe.","Moi, je ne travaille pas, une fois que j'ai du travail..."
ham,And by when you're done I mean now,और जब आप किया जाता है मैं अब मतलब है,"Und wenn du fertig bist, meine ich jetzt","Et quand tu auras fini, je veux dire maintenant."
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...","इसके भाग्य किसी को प्यार करने के लिए प्यार करने के लिए अपने ऊर भाग्य, जो अमेरिका प्यार करता है प्यार करता है लेकिन, एक ऐसे व्यक्ति को प्यार करने के लिए अपने चमत्कार है जो अमेरिका के अलावा किसी से प्यार नहीं कर सकते...","Sein Urglück zu lieben jemand. Sein Urglück zu lieben, wer U liebt. Aber, es ist ein Wunder, eine Person zu lieben, die niemanden außer U lieben kann... Gud nyt...","Son Ur chance d'aimer quelqu'un. Son Ur fortune d'aimer celui qui aime U. Mais, c'est un miracle d'aimer une personne qui ne peut aimer personne sauf U... Gud nyt..."
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,हाय बच्चे बस काम से वापस आ गया और मैं यह सब दिन देखने के लिए चाहते थे! मुझे आशा है कि मैं फोन पर udukeuked. अगर यू यू यू मुझे एक फोन दे रहे हैं,"Hallo Baby ive gerade wieder von der Arbeit und ich wollte sehen, u den ganzen Tag! Ich hoffe, ich habe nicht pissen u am Telefon heute. Wenn u sind bis geben Sie mir einen Anruf xxx",Salut bébé ive vient de revenir du travail et je voulais voir u toute la journée! J'espère que je n'ai pas pissé u sur le téléphone aujourd'hui. Si vous êtes en train de me donner un appel xxx
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,फ्रीएमजी आज का दिन है यदि आप तैयार हैं! मैं हूँ और आपके शहर में रह रहा हूँ. मैं सेक्स और खेल से प्यार करता हूँ! नेटकोवेल्स Leck Lolest Lack Lack Lad Le505050 प्रति अंत करने के लिए बंद कर दिया.,"FreeMsg Heute ist der Tag, wenn Sie bereit sind! Ich bin geil & live in Ihrer Stadt. Ich liebe Sex Spaß & Spiele! Netcollex Ltd 08700621170150p pro msg antwortet Stop to end",FreeMsg C'est le jour d'aujourd'hui si vous êtes prêt! Je suis excité & vivre dans votre ville. J'aime le sex fun & games! Netcollex Ltd 08700621170150p par msg reply Stop to end
ham,Is it your yahoo boys that bring in the perf? Or legal.,या कानूनी तौर पर।,"Sind es deine Yahoo-Jungs, die den Perf reinbringen?",C'est vos gars de Yahoo qui amènent le perf?
ham,No need to say anything to me. I know i am an outsider,मुझे पता है कि मैं एक बाहरी हूँ कुछ भी कहने की जरूरत नहीं है.,"Ich weiß, ich bin ein Außenseiter.",Pas besoin de me dire quoi que ce soit. Je sais que je suis un étranger.
ham,have you ever had one foot before?,आप पहले कभी एक पैर था?,Hatten Sie schon mal einen Fuß?,Avez-vous déjà eu un pied avant?
ham,Just got to  &lt;#&gt;,सिर्फ Tlt;#gt;,Ich bin gerade zu &lt;#&gt; gekommen.,Je viens d'arriver à &lt;#&gt;
ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her","(Applause.) हाँ, कृपया उसे नंबर क्या है, मैं उसे अंगूठी कर सकता है","Gut! Nein, ich brauche keine Quittungen – gut gemacht! (...) Ja, bitte sagen Sie. Wie ist ihre Nummer, ich könnte sie klingeln","Bien! Non, pas besoin de reçus—bien fait! (...) Oui, s'il vous plaît dire. Quel est son numéro, je pourrais l'appeler"
